area,perimeter,aspect_ratio,extent,solidity,centroid_x,centroid_y,label,image,mask_index,side,image_folder,mask_folder
9925.5,392.4091613292694,1.4772727272727273,0.8676136363636363,0.9903711833965276,0.0581082705221112,0.4320298113705316,1,frame_0005.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9600.0,425.9655092954636,1.670731707317073,0.8545486914723162,0.9507303788066354,0.9362563954526896,0.4258196046408765,1,frame_0005.tif,5,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9918.5,394.40916085243225,1.4886363636363635,0.860383414295628,0.9890312609064168,0.0582354901875866,0.431816537979278,1,frame_0006.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9743.0,429.1370834112168,1.670731707317073,0.8672779063557059,0.9549620191129624,0.9366431749459364,0.4252285925031852,1,frame_0006.tif,6,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9723.5,391.23758804798126,1.5232558139534884,0.8630836144150541,0.9893671143671144,0.0583648173271075,0.4324805653710247,1,frame_0007.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9715.0,424.3086556196213,1.670731707317073,0.8647854726722449,0.959079915099462,0.9360638265171004,0.4257921711057304,1,frame_0007.tif,6,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9894.5,391.2375878095627,1.4772727272727273,0.8649038461538462,0.9896479295859172,0.0579667767157106,0.4316538308852719,1,frame_0008.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9754.0,422.65180230140686,1.670731707317073,0.8682570767313512,0.957494846372828,0.93617171405512,0.4260012729038957,1,frame_0008.tif,6,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9833.0,390.99494755268097,1.5057471264367817,0.8627709046240238,0.991379744921107,0.0583048279143784,0.431959793642869,1,frame_0009.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9909.0,428.308655500412,1.670731707317073,0.8820544774790814,0.9637698779360988,0.9366937659217948,0.4249894473024667,1,frame_0009.tif,5,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9997.5,395.23758816719055,1.4886363636363635,0.8672362942401111,0.9911271934172696,0.058058228102593,0.4317057263530105,1,frame_0010.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9669.5,424.5512959957123,1.670731707317073,0.8607352679366209,0.9532235804416404,0.9362686562436652,0.4254783431312927,1,frame_0010.tif,5,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9879.5,391.5807337760925,1.5057471264367817,0.866850925682197,0.9924158714213964,0.0580385011367024,0.4316872722454118,1,frame_0011.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9574.5,422.8944418430328,1.670731707317073,0.8522787965105928,0.9502754205746612,0.9361474444465766,0.4252318084126496,1,frame_0011.tif,6,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
10002.0,393.8233743906021,1.4886363636363635,0.8676266481609993,0.9922619047619048,0.0580806831431026,0.4317773195876289,1,frame_0012.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9754.0,425.4802281856537,1.670731707317073,0.8682570767313512,0.9588125430059964,0.9364014653147608,0.4252662111468381,1,frame_0012.tif,6,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9995.0,394.6518017053604,1.4719101123595506,0.8572776395917318,0.9888207360506528,0.0580692002665061,0.4314644658413571,1,frame_0013.tif,3,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9846.5,427.72286999225616,1.6626506024096386,0.859656015365811,0.953333010601733,0.9359463469076656,0.4254715115314418,1,frame_0013.tif,6,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9914.5,392.4091609716416,1.5057471264367817,0.8699219092743704,0.9924424424424424,0.0582794162251163,0.4315841669142649,1,frame_0014.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9813.0,428.308656334877,1.670731707317073,0.8735089905643582,0.9541543098838056,0.9365487001535656,0.425082567585564,1,frame_0014.tif,13,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9930.0,390.9949477910996,1.5057471264367817,0.8712819162937615,0.993148972345852,0.0582349753078026,0.4315457542194092,1,frame_0015.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9705.5,426.89444267749786,1.6829268292682926,0.8576793920113114,0.9516595577781046,0.9358237517669628,0.4256884760366182,1,frame_0015.tif,6,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
10131.5,396.8944420814514,1.4831460674157304,0.8624021109976167,0.9902262620339148,0.0587509088705768,0.4304597188560349,1,frame_0016.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
11200.0,468.4507911205292,1.811764705882353,0.8556149732620321,0.9568560444254592,0.929741045425681,0.4226201862719336,1,frame_0016.tif,4,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
10607.0,406.3086562156677,1.4408602150537635,0.8511474883646285,0.9866976744186048,0.0601439468503937,0.4282881580978848,1,frame_0017.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
13467.5,524.0071406364441,1.9662921348314608,0.8646869983948635,0.9491841984705924,0.9185216368070752,0.4208138098711403,1,frame_0017.tif,4,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
11613.5,421.3797233104706,1.3636363636363635,0.8689487467265246,0.9912089787905944,0.060107554200542,0.4235853658536585,1,frame_0018.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
12145.0,431.6223644018173,1.3173076923076923,0.852400336889388,0.9869570517248384,0.0612747874726587,0.4210626485201987,1,frame_0019.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
19171.0,653.9898954629898,1.935185185185185,0.8493265993265994,0.9514380009429514,0.9027050831407292,0.4142448210922787,1,frame_0019.tif,5,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
12699.0,441.62236416339874,1.3113207547169812,0.8618840776435456,0.9882874820031908,0.0625288359538479,0.4185690149577617,1,frame_0020.tif,3,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
13769.5,455.8650043010712,1.236842105263158,0.8566318277964414,0.988939562609976,0.0627759243115164,0.4143596566523606,1,frame_0021.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
14454.5,466.208150267601,1.2327586206896552,0.8713829274174102,0.9927882138809712,0.0634820207594915,0.4107669097766568,1,frame_0022.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
26084.0,793.102593421936,2.1271186440677967,0.880680667161861,0.9588824556566492,0.882044520438691,0.404183908045977,1,frame_0022.tif,4,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
15038.0,478.9360722303391,1.1885245901639343,0.8500847936687393,0.9849680694285248,0.0648990708352447,0.4082332175546672,1,frame_0023.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
30027.0,743.0193330049515,2.0076335877862594,0.8715351348213508,0.9706795112174308,0.8781569625658545,0.3969565141038305,1,frame_0023.tif,5,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
16469.0,497.0782072544098,1.1307692307692307,0.8618001046572475,0.9917499698904012,0.0649162859533149,0.4028738895210716,1,frame_0024.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
34698.0,802.3330411911011,2.0955882352941178,0.8952012383900929,0.9756083845299518,0.8679080601156193,0.3905050182481752,1,frame_0025.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
17964.5,516.8355679512024,1.1094890510948905,0.8626824817518248,0.992513812154696,0.0675212791160797,0.3974136131406911,1,frame_0026.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
37136.5,823.2619743347168,2.129496402877698,0.9025981917168968,0.9786928449071024,0.8629405904785858,0.3877347334008492,1,frame_0026.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
19511.5,537.3208487033844,1.0476190476190477,0.8618915098506935,0.994647363189152,0.0675327639461764,0.3916642205239806,1,frame_0027.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
39568.5,847.1198391914368,2.132867132867133,0.9072222859108106,0.9821654628043786,0.8579823331321307,0.3831980918067788,1,frame_0027.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
20077.0,547.5634899139404,1.04,0.857991452991453,0.9925841696741978,0.0686643195988489,0.3894589338711529,1,frame_0028.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
42553.5,883.546243429184,2.0866666666666664,0.9063578274760384,0.981739531664552,0.8547426536618344,0.3816603820604474,1,frame_0028.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
21113.0,561.5634894371033,1.0258064516129033,0.8566849259484682,0.9929454921694963,0.0700161773436037,0.3852933433152411,1,frame_0029.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
45684.0,907.5046136379242,2.0641025641025643,0.909460105112279,0.9810907450955126,0.8512502985125546,0.3759960407569142,1,frame_0029.tif,2,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
22314.5,576.9777017831802,1.0125,0.8608989197530864,0.9940307815666972,0.0709202080842301,0.3828663625762071,1,frame_0030.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
48082.0,933.646749138832,2.0245398773006134,0.8938836214909834,0.9789976279434373,0.8474106347980355,0.3706571567960531,1,frame_0030.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
23258.0,589.7056245803833,1.0060975609756098,0.8594974131559497,0.9945691682702588,0.0721905846242934,0.37996735942879,1,frame_0031.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
50867.0,951.9898960590364,2.0,0.8904975315990337,0.9788609750699984,0.8441528617667836,0.3692492773393094,1,frame_0031.tif,2,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
23895.5,599.9482644796371,1.0,0.8466376133786848,0.9898920855858656,0.0739061578828968,0.3776905106670528,1,frame_0032.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
54170.0,982.617311835289,1.9942196531791907,0.9075982240093826,0.9852315303190134,0.8415373222579391,0.3657249504286019,1,frame_0032.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
25585.0,621.0193340778351,0.9771428571428572,0.8549707602339182,0.9940554821664463,0.0743270891718206,0.3724430356912769,1,frame_0033.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
56079.5,1000.859952569008,2.0,0.9052088713842976,0.986065199043466,0.8374484194255531,0.362284686724328,1,frame_0033.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
25889.0,624.1909055709839,0.9829545454545454,0.8502693116132423,0.9922958988118052,0.0762176140596347,0.371999185004075,1,frame_0034.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
59162.5,1021.6883788108826,1.945652173913044,0.8981433689579791,0.9830597188528132,0.8347957892064604,0.3576682036406722,1,frame_0034.tif,2,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
27094.0,637.01933157444,0.967032967032967,0.8458416583416584,0.9929634244667596,0.0772394364228466,0.3684193717213763,1,frame_0035.tif,0,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
63175.5,1065.4284942150116,1.847715736040609,0.881010486974954,0.9787822449453868,0.8333385228107134,0.3550043768716885,1,frame_0035.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
28440.5,650.9188275337219,0.952127659574468,0.8451355045762511,0.9935545851528385,0.0783182464921361,0.3641999605646218,1,frame_0036.tif,2,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
64022.5,1057.002087712288,1.892307692307692,0.8897574873184629,0.9805866135702253,0.8296661998969264,0.3530474138599129,1,frame_0036.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
29963.0,669.504615187645,0.9430051813471504,0.8530148607868815,0.9941438975430912,0.079420104276783,0.3600192923920584,1,frame_0037.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
67588.5,1098.7422032356262,1.8472906403940887,0.8878620689655172,0.9828123977577596,0.8284050647477458,0.3496014645989974,1,frame_0037.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
30998.0,684.8183224201202,0.9438775510204082,0.8548814120242691,0.992952783650458,0.080839801334153,0.3577951796968148,1,frame_0038.tif,1,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
70653.5,1128.5411912202835,1.8309178743961352,0.9005837890201777,0.9851640115731864,0.8267795148036715,0.3454227730238353,1,frame_0038.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
32109.0,694.818323969841,0.9353233830845772,0.8497141949825341,0.9935022742040286,0.082214709317565,0.3544326713539739,1,frame_0039.tif,0,l,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
71887.0,1124.9848433732986,1.855072463768116,0.904375503220612,0.9872214783534178,0.8235959360882975,0.3447004485213531,1,frame_0039.tif,3,r,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
