area,perimeter,aspect_ratio,extent,solidity,centroid_x,centroid_y,label,image,mask_index,image_folder,mask_folder
45.0,26.485281229019165,1.4285714285714286,0.6428571428571429,0.9574468085106383,0.2354357489224137,0.5161149425287357,0,frame_0000.tif,12,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
58.0,30.14213538169861,1.2222222222222223,0.5858585858585859,0.935483870967742,0.2357177734375,0.5161851851851852,0,frame_0000.tif,13,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
105.0,38.97056233882904,1.0833333333333333,0.6730769230769231,0.967741935483871,0.6037061737804879,0.2083794037940379,0,frame_0000.tif,14,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
42.5,23.899494767189022,1.0,0.6640625,1.0,0.2955186631944444,0.7021481481481481,0,frame_0000.tif,15,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
38.0,23.656854152679443,1.1428571428571428,0.6785714285714286,0.9743589743589745,0.5765234375,0.6746666666666666,0,frame_0000.tif,16,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
49.5,26.727921724319454,1.0,0.6111111111111112,0.9705882352941176,0.890593497983871,0.0513118279569892,0,frame_0000.tif,17,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
41.0,24.485281229019165,1.0,0.640625,0.9647058823529412,0.8589696344339622,0.8903899371069183,0,frame_0000.tif,18,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
0.0,0.0,1.0,0.0,0.0,0.5049368560542818,0.7210202507537984,0,frame_0001.tif,0,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
309977.5,2790.281305909157,3.2,0.9459762573242188,0.9764823921144898,0.4977453808264943,0.2067868746670268,0,frame_0001.tif,1,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9939.0,392.9949476718903,1.5057471264367817,0.8720715977888918,0.9913720013964392,0.0583769612292531,0.4316102219587697,1,frame_0001.tif,2,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
748223.0,3856.8082177639008,1.3763440860215057,0.9821055422547044,0.9843951457996748,0.5054351467668278,0.500312119629743,0,frame_0001.tif,3,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
3306.5,216.06601512432096,1.0952380952380951,0.7606395215090868,0.9876045400238948,0.2926324103860294,0.2839298039215686,0,frame_0001.tif,4,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9362.5,397.92388010025024,1.5595238095238095,0.8508269720101781,0.9600594749794914,0.0587064499554927,0.5440612978671414,0,frame_0001.tif,5,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9704.5,424.8944420814514,1.6585365853658536,0.8702026542324247,0.9580906308618816,0.9368304501300242,0.4254670436948765,1,frame_0001.tif,6,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
731.5,169.03657793998718,0.8360655737704918,0.2351333976213436,0.8251551043429216,0.8989337257509387,0.3487759699624531,0,frame_0001.tif,7,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
134.5,49.21320295333862,1.818181818181818,0.6113636363636363,0.9307958477508652,0.7388970441878981,0.5097324840764331,0,frame_0001.tif,8,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
83.0,34.14213538169861,1.0,0.6859504132231405,0.976470588235294,0.0456222380050505,0.236,0,frame_0001.tif,9,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
98.5,37.55634891986847,1.0,0.6840277777777778,0.965686274509804,0.4244763604525862,0.2063448275862069,0,frame_0001.tif,10,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
90.0,36.14213538169861,1.0909090909090908,0.6818181818181818,0.962566844919786,0.2368666033878504,0.6639750778816199,0,frame_0001.tif,11,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
49.0,27.313708305358887,1.25,0.6125,0.9514563106796116,0.2354460685483871,0.5161505376344087,0,frame_0001.tif,12,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
58.0,29.313708305358887,1.1111111111111112,0.6444444444444445,0.9508196721311476,0.5765652126736112,0.6745555555555556,0,frame_0001.tif,13,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
53.0,27.313708305358887,1.25,0.6625,0.9814814814814816,0.2955433238636363,0.7032929292929293,0,frame_0001.tif,14,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
55.0,27.313708305358887,1.25,0.6875,1.0,0.85888671875,0.89,0,frame_0001.tif,15,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
41.0,24.485281229019165,1.0,0.640625,0.9647058823529412,0.5766509433962265,0.674566037735849,0,frame_0001.tif,16,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
45.0,25.313708305358887,0.8888888888888888,0.625,0.967741935483871,0.8911218475877193,0.051719298245614,0,frame_0001.tif,17,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
416474.0,2920.582823038101,2.42080378250591,0.9614961953309692,0.9816989520033568,0.501047995208449,0.7222361771847371,0,frame_0002.tif,0,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
309902.0,2773.068102478981,3.2,0.945745849609375,0.9790078566531984,0.4975146240020152,0.2068298711887214,0,frame_0002.tif,1,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
748034.0,3868.2640619277954,1.374496644295302,0.9805395343959732,0.9834865907435504,0.5053343399252284,0.5001232461570722,0,frame_0002.tif,2,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9850.5,392.0660156011581,1.4886363636363635,0.8544847328244275,0.9876673183937434,0.0581959020197866,0.4320075757575757,1,frame_0002.tif,3,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
3420.5,224.89444243907928,1.0147058823529411,0.7290068201193521,0.9782639782639784,0.2922195339148664,0.2824187985597878,0,frame_0002.tif,4,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9642.0,426.7939373254776,1.691358024691358,0.8688834820221681,0.9545589545589546,0.9367508289714402,0.4245763458346038,1,frame_0002.tif,5,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9432.5,400.75230646133423,1.5595238095238095,0.8571882951653944,0.9661477005018948,0.0590170624350311,0.5444916146916147,0,frame_0002.tif,6,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
714.5,167.0365787744522,0.819672131147541,0.2342622950819672,0.829849012775842,0.8991452264724712,0.3488638497652582,0,frame_0002.tif,7,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
82.0,34.14213538169861,1.0,0.6776859504132231,0.970414201183432,0.0455695950255102,0.2360136054421768,0,frame_0002.tif,8,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
137.0,48.97056245803833,2.0,0.685,0.9513888888888888,0.73919677734375,0.5096416666666667,0,frame_0002.tif,9,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
84.5,34.72792184352875,1.0,0.6983471074380165,0.971264367816092,0.4248820389851485,0.2063762376237623,0,frame_0002.tif,10,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
99.5,37.55634880065918,1.0,0.6909722222222222,0.9754901960784312,0.2369290865384615,0.6641823361823361,0,frame_0002.tif,11,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
44.0,25.656854152679443,1.2857142857142858,0.6984126984126984,0.9777777777777776,0.2353515625,0.516140350877193,0,frame_0002.tif,12,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
53.5,27.899494767189022,1.0,0.6604938271604939,0.963963963963964,0.2951113572761194,0.702407960199005,0,frame_0002.tif,13,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
52.0,28.14213538169861,1.375,0.5909090909090909,0.9541284403669724,0.235381610576923,0.5162871794871795,0,frame_0002.tif,14,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
55.5,27.899494767189022,1.25,0.69375,0.9910714285714286,0.8588230298913043,0.890048309178744,0,frame_0002.tif,15,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
40.0,23.656854152679443,1.1428571428571428,0.7142857142857143,1.0,0.57666015625,0.6746666666666666,0,frame_0002.tif,16,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
425418.5,3113.4528794288635,2.1974248927038627,0.891518785206545,0.949967007164637,0.5102681780341145,0.7167223687765809,0,frame_0003.tif,0,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
10.0,13.656854152679443,1.5,0.4166666666666667,0.9090909090909092,0.4977925666852633,0.2052960537309249,0,frame_0003.tif,1,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9844.0,390.1665204763413,1.4942528735632183,0.8703801945181255,0.991139750302054,0.0582364757879513,0.4317350887692,1,frame_0003.tif,2,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
747125.5,3875.619400024414,1.3763440860215057,0.9806649813088038,0.9834778465058176,0.505303626354046,0.5002625900467614,0,frame_0003.tif,3,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
3310.0,216.3086564540863,1.078125,0.7495471014492754,0.9862932061978544,0.2927503650271819,0.2836869428935253,0,frame_0003.tif,4,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9579.5,420.8944422006607,1.691358024691358,0.8632513291880688,0.9583812715722076,0.9364918678069054,0.4260982779198636,1,frame_0003.tif,5,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
713.0,165.62236392498016,0.8032786885245902,0.2385413181666109,0.8363636363636363,0.8992247673299102,0.3488643560119812,0,frame_0003.tif,6,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
126.5,47.55634891986847,2.2222222222222223,0.7027777777777777,0.9619771863117872,0.73884490352349,0.509503355704698,0,frame_0003.tif,7,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
77.5,32.72792172431946,0.9090909090909092,0.7045454545454546,0.9872611464968152,0.0455204133064516,0.2361720430107526,0,frame_0003.tif,8,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
93.0,36.97056233882904,1.0,0.6458333333333334,0.9489795918367347,0.4244673295454545,0.2062060606060606,0,frame_0003.tif,9,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
99.5,37.55634880065918,1.0,0.6909722222222222,0.9707317073170731,0.2368873530982906,0.6643988603988604,0,frame_0003.tif,10,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
42.0,25.656854152679443,1.2857142857142858,0.6666666666666666,0.9545454545454546,0.2354403409090909,0.5161454545454546,0,frame_0003.tif,11,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9003.0,389.6812397241592,1.6582278481012658,0.869939124553097,0.971406991799741,0.0594883475873612,0.5417503447274838,0,frame_0003.tif,12,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
50.5,27.071067690849304,0.8888888888888888,0.7013888888888888,0.9805825242718448,0.2954254150390625,0.7028125,0,frame_0003.tif,13,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
54.5,28.727921843528748,1.1111111111111112,0.6055555555555555,0.9396551724137931,0.5766888786764706,0.6748627450980392,0,frame_0003.tif,14,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
45.5,25.899494767189022,1.125,0.6319444444444444,0.9578947368421052,0.8906418372844828,0.0513793103448275,0,frame_0003.tif,15,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
53.0,27.313708305358887,1.25,0.6625,0.9814814814814816,0.8587535511363636,0.890040404040404,0,frame_0003.tif,16,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
41.0,24.485281229019165,1.0,0.640625,0.9647058823529412,0.5766509433962265,0.6747672955974843,0,frame_0003.tif,17,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
20.5,24.242640614509583,0.6666666666666666,0.3796296296296296,0.7192982456140351,0.5048812418549508,0.7212351167038219,0,frame_0004.tif,0,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
308439.0,2790.808218598366,3.220125786163522,0.9472011350235848,0.9761453778999388,0.4975537972616717,0.2057599726074302,0,frame_0004.tif,1,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
9831.5,392.0660148859024,1.5057471264367817,0.8626392910415022,0.9906791616283755,0.0581280468203835,0.4318504610672792,1,frame_0004.tif,2,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
747713.5,3863.192992925644,1.374496644295302,0.9801194158976512,0.9831078638005368,0.5052711518226521,0.5001474166354773,0,frame_0004.tif,3,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
3366.0,222.3086565732956,1.0298507462686568,0.72809863724854,0.9800553210074248,0.2923216574595609,0.2830437126901598,0,frame_0004.tif,4,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\My_better_CLB_videos\5-9\s1_tifs,C:\Users\raglo\OneDrive - University of Arizona\Printz Lab\Data\Capillary_Bridges\masks_json
